"id","weights","act_personal","act_household","act_carehhm","act_carenhm","act_work","act_school","act_groceries","act_ppservice","act_hhservice","act_admin","act_eating","act_leisure","act_sport","act_religious","act_volunteer","act_other","trv_personal","trv_household","trv_care_child","trv_care_adult","trv_work","trv_school","trv_groceries","trv_ppservice","trv_hhservice","trv_admin","trv_eating","trv_leisure","trv_sport","trv_religious","trv_volunteer","trv_other","act_buyfood","act_shopping","trv_buyfood","trv_shopping","trv_social","act","trv","budget","age","female","eldertime","childtime","children","youngest","spouse","spousework","work","multijob","FTjob","PTjob","worktime","school","weekend","holiday","metro","trv.eatout_w.spouse","trv.eating_w.spouse","trv.eating_w.hhchild","trv.social_w.hhchild","trv.shop_w.spouse","trv.groceries_w.spouse","trv.care_w.hhchild","trv.social_w.spouse","trv.food_w.spouse","trv.religious_w.spouse","trv.groceries_w.hhchild","trv.food_w.hhchild","trv.religious_w.hhchild","trv.care_w.spouse","trv.shop_w.hhchild","trv.care_w.elder","trv.care_w.nhchild","income","inc"
"20220101220017",31372411.82935,710,15,0,0,490,0,0,0,0,0,45,60,0,60,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,1380,60,1440,52,0,0,60,2,12,1,1,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220500",41333240.723105,940,35,0,0,0,0,0,0,0,0,90,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,30,1,0,0,0,0,1,1,1,0,1,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101220504",5708959.047034,510,355,0,0,185,0,0,0,0,0,125,225,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,64,1,0,0,0,0,1,1,1,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101220507",5024633.493714,580,260,0,15,50,0,0,0,0,0,85,395,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,1395,45,1440,60,1,0,0,0,0,1,1,1,0,0,1,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101220552",12479838.025173,582,10,0,0,0,0,0,0,0,0,90,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"$49,000 - $74,999"
"20220101220574",11289660.931211,660,190,0,0,0,0,0,0,0,0,115,473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101220580",4102730.97346,675,105,0,0,0,0,0,75,0,0,180,210,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,135,0,0,0,0,0,1245,195,1440,63,1,415,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220601",8807753.899062,570,250,0,0,0,0,30,0,0,0,30,540,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,20,1440,58,1,0,580,1,6,0,0,1,0,1,0,55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220605",10180753.488565,1397,3,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,62,1,0,0,0,0,1,1,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101220613",19427998.704977,750,30,0,0,0,0,0,0,0,0,75,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,120,0,0,0,1410,30,1440,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"$25,000 - $49,999"
"20220101220668",7501578.661248,420,0,0,0,0,0,0,0,0,0,45,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,45,1,0,0,0,0,1,1,1,0,1,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101220688",21269537.159556,675,125,0,0,0,0,0,0,0,0,50,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,30,20,0,1390,50,1440,34,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101220694",2733798.992719,630,100,0,0,0,0,0,0,0,0,60,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"$49,000 - $74,999"
"20220101220695",3682519.349376,660,0,0,0,0,0,0,0,0,0,90,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Less than $25,000"
"20220101220720",5691651.384556,570,155,0,0,120,0,60,20,0,0,140,340,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,35,1440,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Less than $25,000"
"20220101220721",9432106.877432,390,10,688,0,0,0,0,0,0,0,75,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,5,0,17,0,0,1408,32,1440,42,0,0,85,1,4,1,0,1,0,1,0,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101220722",6133997.621415,540,210,75,0,0,0,0,0,0,0,60,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,38,1,0,735,2,5,1,1,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101220736",2352507.551927,680,150,0,0,0,0,0,0,0,0,25,210,0,120,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1325,115,1440,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"$25,000 - $49,999"
"20220101220764",4000941.443071,522,192,0,0,0,0,90,0,0,0,80,336,0,60,0,120,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1400,40,1440,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101220766",12782095.18376,420,56,0,0,450,0,0,0,0,0,20,332,90,0,0,0,20,17,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1368,72,1440,60,0,0,0,0,0,1,1,1,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220767",2770718.586784,640,285,0,0,0,0,0,0,0,0,150,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,15,0,15,0,1405,35,1440,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101220778",7307910.423104,495,0,0,0,0,0,0,0,0,0,90,510,60,0,0,120,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,45,0,90,0,1320,120,1440,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101220796",2597958.785966,545,177,0,0,0,0,0,0,0,0,15,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Less than $25,000"
"20220101220809",2133306.094184,705,230,10,80,0,0,0,0,0,0,90,235,0,0,0,60,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,1410,30,1440,45,1,0,655,3,9,1,1,1,0,0,1,25,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101220811",7279923.634105,660,225,0,0,0,0,0,0,0,0,60,375,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101220876",5607178.748323,715,15,0,0,0,0,0,0,0,0,40,510,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,0,1410,30,1440,68,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220877",4225918.428086,630,125,0,0,0,0,20,0,0,0,45,120,0,0,250,125,0,0,0,0,0,0,5,0,0,0,5,0,0,0,35,0,0,45,0,35,0,1360,80,1440,80,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101220882",7141275.051016,570,60,0,0,0,0,0,0,0,0,240,449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,1424,16,1440,73,1,420,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220890",5320995.379922,690,310,30,0,0,0,0,0,0,0,20,240,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1440,0,1440,45,1,0,5,2,12,1,1,1,0,0,1,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101220902",8714776.135281,600,110,0,0,0,0,180,0,0,0,130,260,0,120,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,40,1440,71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101220918",6591458.556748,653,60,0,0,0,0,0,26,0,0,75,580,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,2,30,0,6,0,1426,14,1440,53,0,0,0,0,0,1,1,1,0,1,0,40,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220940",4097852.810857,600,180,277,0,0,0,0,0,0,0,120,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,10,1404,36,1440,34,1,0,533,2,5,1,1,1,1,1,0,39,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101220971",10247255.334489,615,60,0,0,0,0,0,0,0,0,30,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101220976",18240100.335784,540,107,146,0,382,0,0,0,0,0,35,149,0,0,0,0,0,0,66,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,81,1440,47,0,0,291,2,11,1,1,1,0,1,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101220989",82485983.095068,725,210,0,0,0,0,0,0,0,0,110,350,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,20,1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"$25,000 - $49,999"
"20220101221007",4543269.8317,657,270,0,0,0,0,0,0,0,0,20,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1437,3,1440,45,0,0,0,1,10,1,1,1,0,1,0,50,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101221025",5641317.886606,675,60,15,5,0,0,10,0,0,0,90,210,60,120,0,5,0,0,0,65,0,0,10,0,0,0,85,0,15,5,0,10,0,0,0,0,0,1250,190,1440,75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"$49,000 - $74,999"
"20220101221028",10264679.905824,685,180,0,5,0,0,0,0,0,0,65,335,0,140,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1410,30,1440,46,0,0,0,1,15,1,0,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Over $150,000"
"20220101221043",7502901.582665,660,45,0,0,480,0,0,0,0,0,30,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101221046",6183555.043539,639,161,0,0,0,0,0,120,0,0,95,360,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,10,0,15,0,0,1385,55,1440,77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,"$25,000 - $49,999"
"20220101221063",6197952.520225,635,55,0,0,360,0,0,0,0,0,105,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,76,1,0,0,0,0,1,0,1,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101221066",12720814.577702,810,60,0,0,0,0,5,0,0,2,7,516,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,15,0,5,10,1415,25,1440,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Less than $25,000"
"20220101221076",9473904.636429,570,215,0,0,0,0,0,0,0,0,75,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101221099",20550070.157907,485,180,0,0,0,0,0,0,0,0,30,685,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101221113",3433055.914983,490,170,0,0,0,0,0,0,0,0,45,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,60,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101221164",5818909.15333,610,190,0,0,0,0,60,0,0,0,40,195,0,0,165,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101221167",19517276.755941,557,15,0,15,585,0,0,0,0,0,75,75,0,0,0,0,0,0,0,68,45,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1322,118,1440,33,1,0,0,0,0,0,0,1,0,1,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101221187",11419705.365503,895,45,0,0,0,120,0,0,0,0,15,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,15,1,30,0,1,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Less than $25,000"
"20220101221192",14428507.389597,680,155,0,0,0,120,60,0,0,0,60,345,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,20,1440,15,1,0,315,4,7,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101221199",5708997.211102,600,245,0,20,0,0,0,0,0,0,15,220,0,200,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,1300,140,1440,77,1,0,0,0,0,1,1,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,"$25,000 - $49,999"
"20220101221221",18695561.249058,546,45,0,450,0,0,15,0,15,0,165,120,0,0,0,0,0,0,0,0,0,0,14,0,15,0,10,0,0,0,0,0,0,0,0,0,45,1356,84,1440,55,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,"$49,000 - $74,999"
"20220101221224",16347614.091955,420,370,0,0,0,0,130,0,0,0,25,395,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1340,100,1440,49,0,0,0,1,17,1,1,1,0,1,0,40,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,"Less than $25,000"
"20220101221230",4313012.256296,650,450,0,0,0,0,0,0,0,0,30,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1430,10,1440,46,1,0,0,0,0,1,1,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101221237",6852835.966644,770,90,0,0,0,0,0,105,0,0,90,292,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,15,29,30,0,1366,74,1440,42,0,0,562,2,2,1,0,1,0,1,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101221242",4638617.525239,703,482,0,0,0,0,0,75,0,0,20,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,30,0,30,0,0,1395,45,1440,35,0,0,0,0,0,0,0,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101221254",2883984.804826,802,30,0,0,0,0,20,0,0,0,30,300,0,215,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,23,0,1412,28,1440,68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Less than $25,000"
"20220101221282",4058502.431796,675,190,0,45,0,0,0,0,0,0,100,400,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,67,1,765,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101221291",8255141.444784,690,0,0,0,0,0,0,0,0,0,30,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Less than $25,000"
"20220101221300",12211159.105317,580,45,0,0,480,0,0,0,0,0,65,180,40,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1390,50,1440,56,0,0,0,2,14,1,1,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"$100,000 - $149,999"
"20220101221311",4193023.880073,645,185,0,0,0,0,15,0,0,0,10,360,0,60,20,115,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,10,0,0,0,0,0,1410,30,1440,85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Less than $25,000"
"20220101221318",12664069.519498,812,0,0,0,0,0,0,0,0,0,57,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Less than $25,000"
"20220101221323",12017561.58661,570,295,0,0,0,0,45,0,0,0,105,395,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,30,1440,56,0,0,0,1,17,1,1,1,0,1,0,50,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101221372",13317069.615041,540,140,147,4,0,0,10,0,15,0,80,175,180,0,0,0,0,0,79,0,0,0,20,0,15,0,0,0,0,0,0,0,10,0,25,0,0,1301,139,1440,48,1,0,0,1,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,"Over $150,000"
"20220101221374",4548063.676982,545,10,75,0,0,0,0,0,0,0,10,660,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1420,20,1440,30,1,0,820,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,"$25,000 - $49,999"
"20220101221377",5978787.003073,420,195,0,0,360,0,0,0,0,0,120,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,69,0,0,0,0,0,0,0,1,0,0,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"$25,000 - $49,999"
"20220101221402",4609325.283899,510,135,105,0,135,0,40,0,0,0,80,380,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,20,0,0,1405,35,1440,44,0,0,610,2,1,1,1,1,0,1,0,35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,"Over $150,000"
"20220101221404",6297858.970063,679,200,256,0,0,0,0,0,0,0,50,95,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,54,1,0,519,2,2,1,1,1,0,1,0,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"$75,000 - $99,999"
"20220101221407",27579537.431977,370,0,0,0,760,0,0,0,0,0,10,220,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,80,1440,45,0,0,0,0,0,1,0,1,0,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"$49,000 - $74,999"
"20220101221437",1826049.915544,481,135,0,0,240,0,0,0,0,0,285,165,0,0,0,60,0,30,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1366,74,1440,70,0,0,0,0,0,0,0,1,1,1,0,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Less than $25,000"
"20220101221443",1637665.018001,870,120,0,0,0,0,0,0,0,0,60,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,72,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Less than $25,000"
"20220101221461",1710085.222382,780,110,0,0,0,300,0,0,0,0,100,90,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,47,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Less than $25,000"
"20220101221469",16096807.949979,400,666,0,0,0,0,0,0,0,0,210,160,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Less than $25,000"
"20220101221492",4008430.921826,600,0,0,0,0,0,0,0,0,0,120,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,1440,73,1,840,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"$49,000 - $74,999"
"20220101221508",5795784.622427,790,80,0,0,0,0,0,0,0,0,180,240,0,0,0,90,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1380,60,1440,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"$25,000 - $49,999"
"20220101221524",5500368.604858,856,36,0,0,0,0,0,0,0,0,24,270,0,127,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1424,16,1440,35,0,0,0,0,0,0,0,1,0,1,0,40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Less than $25,000"
